Monsoon_Intensity,Topography_Drainage,River_Management,Deforestation,Urbanization,Climate_Change,Dams_Quality,Siltation,Agricultural_Practices,Encroachments,Ineffective_Disaster_Preparedness,Drainage_Systems,Coastal_Vulnerability,Landslides,Watersheds,Deteriorating_Infrastructure,Population_Score,Wetland_Loss,Inadequate_Planning,Political_Factors,Flood_Probability,Annual_Rainfall,Seasonal_Rainfall,Temperature,Humidity,Cloud_Visibility,Flood
2,9,7,5,4,9,7,6,4,6,3,2,5,6,7,7,12,4,7,6,0.59,1561.3,945.1,30.9,53.6,8.7,1
5,6,4,2,6,6,8,4,8,6,12,8,4,5,6,7,6,3,7,10,0.615,2120.2,1239.4,27.2,72.8,7.3,1
4,3,7,6,5,2,5,2,1,2,7,7,5,5,1,3,6,3,4,2,0.4,1787.2,1034.7,23.8,62.1,8.1,0
5,4,9,7,5,4,6,6,4,4,8,9,3,3,6,7,2,4,6,2,0.52,2019.4,1196.9,26.4,71.8,8.1,1
5,8,3,6,3,2,8,3,5,3,7,8,8,7,5,4,2,4,9,7,0.535,2001.5,1165.7,24.2,69.2,8.2,1
3,5,4,7,7,2,,5,9,3,4,7,5,3,5,1,4,3,3,2,0.425,1555.5,909.2,26.5,56.7,8.9,0
10,4,3,5,6,8,2,,7,7,7,5,3,6,2,8,5,6,3,6,0.55,3284.2,1906.4,29,94.8,5,1
10,8,7,3,6,4,3,4,6,5,9,7,4,2,3,3,2,5,5,4,0.5,3121,1819.3,26.5,94,5.8,1
4,5,2,4,5,1,,5,7,5,4,5,7,6,5,5,7,4,8,7,0.515,1729.8,994.5,22.3,59.5,8.7,1
8,6,7,2,3,4,5,4,4,6,4,4,6,13,4,8,2,1,7,6,0.52,2734.6,1602.3,26.8,76.5,6.4,1
5,4,4,10,8,2,3,7,1,6,2,3,1,3,2,7,2,5,8,7,0.45,1927,1123.7,26.2,72.6,6.7,0
5,2,4,6,5,8,,3,7,4,7,7,7,8,5,2,4,1,1,6,0.485,2182.5,1291.2,29.5,66.3,7.4,0
,5,1,4,6,3,10,6,3,4,5,4,4,4,4,3,3,7,5,5,0.465,2447.6,1414.3,24.3,82.6,6.7,0
8,5,4,7,5,5,5,4,9,5,8,1,7,9,4,2,6,5,8,6,0.565,2708.6,1586.2,26.5,76.6,6.1,1
1,5,5,10,4,5,6,2,3,3,8,3,5,3,4,5,6,3,13,7,0.505,1170.2,679.9,27.7,48.5,9.8,1
5,7,3,4,,3,4,5,5,6,3,4,4,6,5,8,5,4,10,4,0.525,1943,1128.3,27.3,72.5,8.4,1
4,5,,6,7,5,8,4,6,2,2,6,6,4,4,2,8,1,6,13,0.515,1810.9,1038.6,29.3,62.9,8.1,1
8,3,4,2,5,3,6,6,5,5,2,4,3,7,5,1,3,5,1,5,0.415,2603.5,1496.3,24.7,86.3,6.4,0
9,3,6,9,4,6,11,7,6,3,3,10,3,7,4,3,9,2,3,5,0.565,2965.3,1714.9,27.8,88,6.2,1
8,4,9,8,5,4,9,4,3,12,9,6,2,3,7,6,7,7,8,3,0.62,2677.6,1576.8,26.4,86.3,6.5,1
0,4,3,2,9,3,5,7,4,10,7,6,5,3,4,4,5,9,6,6,0.51,883.3,541.9,29.5,56.4,8.9,1
5,3,0,4,6,4,3,,4,6,1,3,7,8,3,7,6,1,2,4,0.4,2054.9,1146.2,27.9,68.5,7.8,0
4,8,5,4,3,3,4,5,8,7,4,3,2,7,6,9,5,4,5,8,0.52,1777.5,1018,25.5,70.5,7.9,1
5,2,,3,8,7,4,2,1,6,6,6,6,8,7,5,6,5,3,6,0.525,2115.8,1162.3,29.3,72.9,6.8,1
3,,9,0,9,6,9,6,4,4,5,6,8,4,7,8,4,6,6,5,0.57,1641.1,958.1,30.3,66.1,8.3,1
3,3,4,5,6,7,5,2,7,6,3,3,3,7,2,3,5,5,7,4,0.45,1659.7,950.6,27.9,62,8.6,0
9,4,4,5,4,4,4,7,7,7,10,3,9,3,8,4,4,2,8,4,0.55,2912.2,1670.7,25.6,82.2,5.1,1
4,,5,1,3,3,3,11,1,4,7,3,5,2,0,4,2,5,6,5,0.38,1776.4,1097.1,24.5,68,7.5,0
6,6,6,8,3,1,7,4,6,4,5,3,4,4,9,3,3,4,7,6,0.495,2219.9,1287.5,23.5,80.3,8,0
6,7,4,6,,6,6,4,4,7,4,5,1,6,3,7,2,6,5,3,0.48,2391.4,1392.1,27.1,77.7,7,0
5,2,5,7,4,4,4,7,9,2,4,4,4,2,6,2,5,5,5,2,0.44,2099.1,1161.7,26.7,77,6.7,0
4,3,1,4,6,2,4,3,6,4,1,5,4,2,6,7,9,4,6,2,0.415,1833.2,1103.2,25.1,65.2,8.4,0
7,3,5,5,4,5,5,5,2,10,5,6,2,6,4,9,7,5,1,3,0.495,2466.3,1405.3,26.4,74.7,6.1,0
4,9,6,2,5,6,3,5,0,2,4,5,7,4,6,4,9,3,8,4,0.48,1916.9,1104.3,29.9,63.2,8.6,0
3,4,,4,2,8,6,6,5,2,5,3,4,6,8,6,6,3,7,6,0.515,1770.4,1047.8,28.7,59.9,7.9,1
6,4,10,7,9,5,4,8,6,3,4,3,4,6,4,7,9,3,3,5,0.55,2314,1330.7,28.1,75,6.2,1
8,6,9,5,7,5,4,5,5,3,7,6,8,3,7,6,4,5,5,4,0.56,2820.1,1637.6,27.7,84.6,6.8,1
3,2,5,5,7,6,6,4,8,9,7,6,2,4,6,5,7,3,3,2,0.5,1771.5,985.9,28.1,61.5,7.8,1
8,5,1,8,5,7,6,9,5,4,8,4,4,2,9,5,6,7,7,8,0.59,2844.2,1638.9,27.7,90.9,5.3,1
10,2,8,3,4,6,,6,2,7,7,6,7,4,6,8,4,3,6,6,0.56,3236.1,1922.5,26.6,90.6,4.8,1
1,6,3,3,5,5,3,3,2,10,9,5,6,3,4,7,7,7,10,4,0.515,1150.1,670.3,28.3,61.9,8.8,1
5,4,8,5,6,3,12,9,5,4,4,4,7,11,4,2,6,7,3,5,0.57,1960.2,1176.8,25.6,80.6,7.6,1
4,3,9,4,5,3,0,5,9,4,3,2,4,1,6,1,7,4,2,0,0.38,1813,1082.1,26.1,71,8.1,0
5,5,3,6,3,4,3,5,3,,5,7,3,6,2,7,8,6,5,4,0.49,2037,1221.5,24.9,76.8,7.7,0
4,6,6,8,2,5,6,3,3,6,7,5,5,5,4,5,6,11,8,4,0.545,1801.8,1040.7,26.8,74.3,8.1,1
7,7,2,5,8,3,5,6,3,4,6,4,5,3,1,4,2,2,5,7,0.445,2440,1400.6,26.9,74.7,7,0
4,3,8,6,4,7,10,4,6,7,3,4,6,2,2,4,2,3,3,1,0.445,1939.4,1128.4,28.8,65.6,7.3,0
3,5,5,3,2,6,5,7,3,5,2,1,4,3,6,5,9,10,4,3,0.455,1707.4,1002.1,26.5,79.3,8,0
4,6,4,5,6,4,12,2,3,4,7,6,3,10,2,4,4,10,5,4,0.525,1815.7,985,27.1,72.4,7.6,1
7,5,5,3,7,4,3,8,7,5,4,11,5,5,5,3,7,4,6,6,0.55,2469.2,1442.8,25.9,73.4,6.5,1
3,1,3,5,8,1,7,5,4,3,6,4,4,7,2,4,3,3,7,5,0.425,1495.2,877.6,24.7,56.2,8.1,0
8,1,5,7,11,3,6,6,3,6,3,6,5,4,7,4,3,4,5,7,0.52,2671.9,1556.1,26.3,82.1,5.9,1
3,9,4,5,5,6,5,2,2,4,2,5,5,3,2,1,6,8,2,6,0.425,1623.5,920.3,28.1,67.1,7.8,0
3,6,6,8,3,7,7,3,5,5,4,10,5,6,8,7,7,3,5,5,0.565,1738.3,971.9,28.7,60.3,7.9,1
7,5,6,8,,,2,3,6,5,7,3,6,3,5,3,11,2,5,2,0.48,2567.6,1525.9,24.8,74.2,6.7,0
1,3,5,4,10,5,5,5,3,7,10,4,4,3,4,4,3,6,5,7,0.49,1227.6,695.2,28.9,54.8,8.5,0
6,4,5,3,6,3,3,1,3,9,5,5,6,6,4,4,2,5,7,9,0.48,2167.1,1217.7,24.9,75.6,6.1,0
6,8,3,7,4,8,2,4,3,4,4,5,5,4,3,3,6,6,5,6,0.48,2403.8,1371.4,31.2,79.8,6.2,0
6,5,3,7,5,2,5,6,7,4,1,6,2,6,2,10,8,4,9,6,0.52,2119.4,1207.8,24.7,73,7.9,1
5,6,4,5,2,5,2,5,4,6,12,2,8,10,3,11,4,5,4,5,0.54,2001.8,1190.2,27.4,73.7,7.8,1
4,5,8,5,1,1,3,6,2,5,5,3,3,3,7,6,2,5,4,4,0.41,1741.4,972.8,22.8,68.4,8.5,0
2,7,7,8,2,7,5,12,5,9,1,4,5,4,2,6,5,6,4,4,0.525,1488.1,890.4,28.2,64,8.3,1
6,4,2,5,5,5,3,5,10,5,3,6,4,4,9,3,3,3,5,6,0.48,2267.5,1313.6,25.4,69.1,7.2,0
7,4,2,3,5,7,1,2,7,7,9,7,5,8,8,7,6,2,7,6,0.55,2501.5,1469.4,29.7,76.1,6.4,1
,3,3,7,6,6,4,6,4,6,5,9,7,2,7,3,4,4,5,10,0.52,1619.2,938.6,28.2,60.8,8.2,1
6,3,3,7,4,6,2,5,5,3,5,5,4,3,2,4,5,4,9,4,0.445,2336.5,1320,28.9,73.7,6.5,0
8,3,5,4,4,4,2,4,4,2,5,7,5,3,2,6,6,8,6,3,0.455,2701.3,1581.3,26.1,87,5.5,0
3,7,5,3,5,7,1,6,5,8,9,7,6,6,1,1,7,5,4,6,0.51,1732.6,989,28.2,63.8,8.4,1
8,9,7,2,5,9,5,7,6,1,5,4,3,10,3,6,8,9,2,4,0.565,2935.9,1717.3,28.8,92.8,5.6,1
6,2,6,2,,6,1,6,5,6,5,3,3,4,8,6,3,8,4,6,0.465,2316.4,1303.1,26.4,79.2,6.2,0
4,7,4,7,10,3,5,3,7,5,5,2,6,6,6,5,8,7,2,4,0.53,1803.8,1059.8,26.3,71.6,7.9,1
9,1,4,4,4,4,4,5,4,6,10,1,2,2,5,3,5,5,4,8,0.45,2914.5,1711.8,25.6,91.9,6,0
4,4,5,7,5,6,9,4,7,4,3,6,9,7,8,5,5,3,4,5,0.55,1870.1,1082.1,27.4,63.5,7.4,1
7,5,1,3,2,2,6,8,5,3,10,5,3,6,2,3,3,8,3,3,0.44,2400.2,1389.1,23.9,87.7,6.5,0
5,3,5,7,3,4,10,,4,6,5,4,5,2,7,4,5,4,2,3,0.445,2078.4,1217.1,24.6,69.3,6.9,0
10,1,6,6,6,4,5,4,5,5,3,6,4,4,5,4,5,6,5,2,0.48,3098.9,1764.9,27,94,5,0
7,6,8,5,,4,5,4,6,3,1,2,0,4,2,6,7,4,5,1,0.41,2525.6,1462.5,25.6,74.8,7,0
1,7,3,4,5,5,7,5,5,6,5,4,6,2,7,5,7,5,7,3,0.495,1254.1,664.4,27.7,64,9.1,0
6,12,8,2,6,5,7,5,3,6,6,6,7,5,6,4,6,6,3,2,0.555,2296.4,1316.8,27.8,73.2,7.4,1
5,4,5,6,5,1,9,6,2,4,0,5,3,9,6,5,3,6,8,8,0.5,1945.2,1121.5,24.9,77,7.5,1
6,5,6,6,2,6,4,11,3,3,3,3,12,3,5,6,3,7,5,8,0.535,2273.5,1311,27.5,72.6,6.9,1
5,2,7,2,2,8,4,7,9,4,1,3,2,6,4,7,2,4,5,5,0.445,2274.4,1331,28.4,73.9,7.3,0
5,1,3,7,4,2,2,6,10,6,5,3,6,4,11,3,2,3,5,8,0.48,2009.2,1168.8,24.3,75.6,7.6,0
4,4,6,6,5,6,2,5,7,,6,5,7,6,10,8,2,5,2,7,0.54,8520.3,1107.2,28.8,66,7.9,1
8,4,5,4,12,3,4,5,4,7,7,5,8,8,7,4,5,4,8,6,0.59,2667.3,1511.4,28.1,79.5,6.8,1
4,5,5,5,9,7,5,5,4,2,6,8,6,5,10,3,4,7,4,4,0.54,1943,1121.4,29.6,70.8,7.7,1
8,5,5,4,4,7,6,3,7,6,5,7,1,7,5,4,3,1,5,7,0.5,2779,1618.4,28.2,81.1,5.9,1
7,1,1,4,,5,6,11,3,10,3,7,1,6,3,7,2,3,7,2,0.475,2526.3,1434.9,27.5,78.1,5.9,0
3,2,10,9,5,3,2,2,9,3,7,4,7,4,7,12,4,6,3,3,0.525,1528.1,884.7,25.3,71.4,8.3,1
5,7,4,4,1,3,5,5,6,5,5,7,3,5,13,9,1,5,6,3,0.51,2024.9,1209.9,23.8,67.5,7.7,1
4,3,4,8,4,7,6,,,9,4,5,3,2,4,4,6,6,1,6,0.49,1897.9,1089.2,28.3,74.6,8.2,0
5,6,5,8,3,5,7,6,,6,9,3,8,4,6,6,5,6,6,3,0.56,2110.8,1246.4,25.7,75.6,7,1
5,3,2,8,4,4,9,4,7,4,6,12,5,4,6,4,4,6,5,6,0.54,2035.2,1225.8,26.3,73.4,8.4,1
8,5,6,5,4,10,5,8,4,3,6,7,2,6,6,4,4,7,9,4,0.565,2920.7,1735.7,30.7,90.8,5.2,1
4,3,9,8,5,7,7,5,1,4,4,4,3,12,3,5,5,6,4,7,0.53,2043.4,1177,28.6,69.5,6.8,1
4,4,5,6,3,5,4,1,3,5,3,5,4,0,8,6,3,9,1,7,0.43,1887.2,1122.3,27.7,78.8,8.2,0
5,4,4,5,3,8,,3,2,4,4,4,3,5,5,8,3,4,5,2,0.45,2190.7,1277.3,28,78.3,6.8,0
2,6,10,4,5,6,9,5,4,15,5,3,5,7,4,2,2,5,4,3,0.53,1451.8,840.3,27.3,61.4,8.8,1
6,2,3,5,3,3,0,2,2,6,6,3,9,4,6,2,5,4,5,6,0.41,8520.3,1241.8,23.3,76,7.1,0
0,9,3,6,8,6,4,2,7,4,2,3,9,7,3,2,3,9,3,6,0.48,1053.4,563.7,29.9,55.8,9.9,0
5,8,0,4,7,4,5,3,2,5,5,5,2,3,5,3,4,5,6,3,0.42,2104.1,1194,27,65.7,8.2,0
3,2,6,8,6,8,1,7,5,1,4,6,3,2,2,5,4,6,6,3,0.44,1742.6,995.5,30.4,69.5,7.6,0
7,4,4,2,,6,7,7,9,4,5,3,8,4,2,5,4,4,4,6,0.485,2617.1,1509.4,26.9,78.1,5.8,0
7,6,2,5,3,4,6,6,0,6,10,5,6,8,6,9,4,2,9,3,0.535,2475.5,1481.9,24.8,73.6,5.9,1
11,,4,3,3,6,3,5,3,8,8,4,5,2,8,6,4,6,5,6,0.52,3359.1,1974.6,26.1,100,4.4,1
5,5,6,1,0,10,4,5,5,6,6,7,5,8,4,3,8,5,6,1,0.5,2223.9,1277.9,30,76.5,6.8,1
8,1,3,5,5,,6,6,5,7,6,5,2,7,7,4,8,6,5,5,0.535,2727.7,1624.5,27.9,90.6,5.8,1
,,1,5,1,5,3,4,3,7,6,7,3,5,2,3,9,5,6,7,0.48,3164,1844.4,24.8,89.1,4.4,0
1,2,4,5,6,6,6,5,1,5,4,7,3,5,5,4,2,6,2,4,0.415,1255.1,722.2,29.3,55.8,8.5,0
2,4,8,5,0,2,5,4,0,5,3,4,4,8,6,5,5,6,4,5,0.425,1272.8,752.7,23.9,60.2,8.9,0
6,5,5,6,5,4,7,5,8,2,8,6,4,2,2,4,2,4,4,6,0.475,2256.8,1335.9,26.4,78.6,7.4,0
7,0,4,12,7,3,7,8,4,6,2,5,3,6,4,9,2,6,4,8,0.535,2453,1426.6,26.1,84,6.5,1
6,3,2,10,6,3,8,5,3,3,2,0,8,6,2,2,7,6,2,8,0.46,2195.7,1220.8,24.4,78.8,6.8,0
4,3,,,3,4,4,8,7,5,9,5,6,7,5,4,3,1,3,3,0.475,1783.6,1047.5,25.7,65.7,8.3,0
9,5,8,,7,5,3,2,3,3,9,4,4,4,6,8,5,3,3,6,0.51,2958.5,1720.9,27.2,93.3,5.9,1
3,2,5,5,5,4,4,,,5,4,6,6,6,10,4,2,6,7,4,0.495,1634.9,941.3,27.2,67.8,7.4,0
7,5,7,6,3,7,5,3,1,8,4,7,2,5,9,10,4,5,2,3,0.515,2560.9,1461.5,27.6,81,5.8,1
6,7,3,8,4,5,5,5,,3,7,3,7,7,7,7,7,6,5,4,0.565,2264.9,1300.5,27.6,76.3,8.3,1
2,7,3,3,8,5,6,3,5,4,1,4,11,9,2,6,9,6,4,4,0.51,1409.3,834.4,28.9,58.7,8.7,1
6,8,2,4,5,4,3,6,1,3,7,6,5,4,4,8,4,5,5,5,0.475,2271.6,1343.9,46.8,76.6,6.5,0
9,9,9,4,5,4,4,7,10,3,4,8,5,3,6,4,5,4,4,5,0.56,2898.3,1685.3,26.1,89.1,6.2,1
3,4,6,3,7,5,4,6,5,4,5,4,5,3,5,6,8,6,2,11,0.51,1621.6,928.6,28.7,64.6,8.2,1
5,8,6,3,2,7,6,3,2,9,3,8,5,2,2,3,1,4,4,8,0.455,2135.7,1242.5,29.3,69.1,7.3,0
8,4,9,1,5,4,6,7,6,9,4,5,5,7,5,2,5,8,5,2,0.535,2656.6,1521.6,24.8,85.1,6.9,1
7,5,3,4,4,14,5,2,2,3,3,11,8,6,10,4,2,2,7,7,0.545,2822.9,1600.8,34.5,74.7,4.8,1
3,3,4,2,,4,3,2,5,3,10,4,2,5,4,4,1,6,13,4,0.445,1577.6,942.5,27.9,71.5,8.8,0
4,5,3,6,3,3,8,8,7,5,11,6,4,6,6,3,1,5,5,8,0.535,1848.3,1079.1,24.6,75.8,8.1,1
4,6,6,4,6,6,1,5,9,3,4,4,1,9,4,6,5,2,3,6,0.47,1869.3,1099.9,28,69.3,7.7,0
3,2,4,6,3,8,6,7,11,4,2,8,4,1,4,2,6,4,4,8,0.485,1758.3,1005.4,29.8,63.5,7.3,0
3,5,2,10,5,8,4,4,3,5,2,2,4,4,3,3,4,4,5,3,0.415,1755.2,1019.5,30.3,63.4,7.2,0
5,3,6,,2,4,1,5,1,4,10,4,8,7,4,6,7,3,5,7,0.47,1995.3,1186.5,25.9,69.3,7.9,0
5,9,4,2,3,6,8,3,7,2,5,8,4,7,5,7,4,10,6,1,0.53,2060,1224.2,26.9,85.1,7.2,1
8,11,6,5,7,3,10,8,7,2,10,4,2,5,8,5,10,3,7,1,0.61,2647.2,1551.9,24.9,80.7,6.1,1
5,7,,3,2,8,6,4,5,3,7,5,6,4,5,5,4,10,3,9,0.54,2206.5,1280.8,29.8,80.1,6.9,1
7,2,3,4,3,4,2,4,8,3,5,8,5,3,6,7,6,8,3,6,0.485,2457.1,1413.3,24.7,83.4,7,0
4,4,4,6,6,4,4,7,11,6,6,4,4,6,9,2,9,6,8,8,0.59,1793.8,1014.2,25.5,68.6,7.7,1
3,4,5,5,3,6,6,6,11,5,5,5,5,5,11,2,7,4,4,9,0.555,1554,921.4,28.7,60.6,8.2,1
2,3,8,12,7,9,3,9,2,5,8,2,5,5,10,5,2,2,3,8,0.55,1539.1,921.2,31,55,8.1,1
2,6,8,5,6,5,1,7,6,1,9,3,3,2,1,5,2,7,0,6,0.425,1427.5,856.9,27.8,60.5,9.3,0
5,4,2,5,2,3,2,4,8,3,4,5,6,4,1,1,5,6,5,4,0.395,2022.8,1201.6,25,71.6,7.4,0
5,2,6,2,6,5,6,0,7,4,3,3,7,5,2,2,7,10,1,9,0.46,2092.2,1189.6,27.1,77.7,6.7,0
3,,1,3,3,2,4,8,4,3,2,4,7,5,6,6,6,6,5,2,0.425,1516.9,858.7,24.3,65.2,9.2,0
1,3,12,8,9,12,5,11,6,1,8,4,7,4,6,3,3,5,6,7,0.605,1430.9,830.5,35.2,59,8.2,1
9,5,3,6,3,5,3,6,2,4,4,4,4,4,9,5,6,7,12,3,0.52,2988.3,1739.9,26.4,90.7,5.3,1
7,6,4,3,2,5,0,5,5,2,7,3,5,4,3,10,11,7,6,3,0.49,2509.6,1449.2,25.8,84.9,6.6,0
6,5,5,7,7,5,4,0,3,3,5,3,5,2,3,4,7,3,4,3,0.42,2202.9,1310.4,27.8,78.1,6.9,0
3,4,3,,4,6,4,4,6,5,7,4,7,7,8,5,4,3,4,5,0.5,1710.8,969.9,28.1,61.4,8,1
8,5,3,5,9,4,3,8,6,8,3,6,5,9,3,3,3,8,3,3,0.525,2656.9,1508.4,27.1,95.1,6.1,1
,8,4,2,3,6,6,8,3,5,3,4,3,8,6,8,5,9,8,5,0.535,1725,1008.3,28.6,78.6,8.7,1
2,4,3,5,5,3,3,6,,7,4,5,4,3,8,4,4,2,6,2,0.435,1412.8,767,25.1,51.5,8.1,0
6,10,3,5,2,2,4,6,10,8,5,1,7,6,1,10,5,4,3,10,0.54,2220.5,1272.8,23,75.4,7.1,1
3,5,5,4,9,6,3,9,4,,7,6,6,3,1,3,8,2,7,4,0.5,1706.2,1013.5,30.6,59.2,8.4,1
2,5,4,2,5,8,6,3,5,7,3,4,3,6,4,5,4,3,5,6,0.45,1594.3,906.5,30.3,60.3,8.5,0
8,3,5,4,5,6,6,7,5,4,4,1,4,5,9,5,8,4,5,7,0.525,2725.9,1568.7,28.3,82.5,5.5,1
3,6,7,4,6,5,6,7,6,3,5,6,4,4,5,5,2,5,7,1,0.485,1645.2,895.4,28.9,61.3,7.8,0
4,2,6,4,3,2,3,5,3,3,6,7,4,4,10,3,5,5,4,4,0.435,1759.6,1002.6,25,70.1,7.9,0
7,5,8,6,4,5,8,2,7,5,10,5,6,1,2,2,4,6,4,2,0.495,2476.3,1398.6,26.8,78.8,6.5,0
7,3,8,10,4,8,5,3,2,8,2,7,4,4,4,5,2,6,5,7,0.52,2700.5,4898.16,29.6,79.5,6.2,1
6,5,2,2,9,2,4,6,9,5,6,4,9,1,5,7,5,2,4,4,0.485,2166.8,1232,25.1,72.2,7,0
3,6,5,2,5,7,10,6,8,10,4,6,2,2,6,1,7,3,3,6,0.51,1675.8,979.1,29.8,61.8,8.1,1
5,2,3,3,2,3,5,1,8,3,7,5,6,3,5,1,4,5,5,5,0.405,2015.7,1177.9,25.9,72.1,8.2,0
2,6,10,4,7,5,,9,9,1,9,4,4,5,4,5,1,1,2,5,0.5,1456.2,849.2,29.3,54.7,8.6,1
6,7,4,4,1,9,4,6,4,9,1,4,7,4,4,6,6,3,6,9,0.52,2411,1385.6,29.2,73.7,6.2,1
6,3,4,10,6,9,11,5,1,6,6,2,4,5,2,3,5,4,1,5,0.49,2411,1401.7,31.7,75.2,6.2,0
4,4,4,7,5,5,4,8,7,,2,11,7,2,5,4,3,4,6,9,0.53,1875.2,1043.2,26.2,71.9,7.6,1
3,6,4,3,6,5,3,7,2,3,5,4,4,6,3,9,5,7,3,6,0.47,1578,910.5,28.4,69.2,8.7,0
6,4,5,4,5,5,4,2,10,5,4,4,4,6,7,5,3,1,4,4,0.46,2264.1,1301.4,25.5,68.1,6.8,0
9,5,4,7,2,9,6,2,3,9,0,1,4,1,3,4,4,8,6,6,0.465,3061.5,1760.9,29.6,90.6,4.6,0
2,,6,4,4,3,3,2,6,3,6,12,4,3,6,7,5,2,7,5,0.475,1327.6,796.9,25,60.2,8.1,0
4,7,4,,4,4,4,6,3,5,7,7,4,5,2,5,4,4,6,2,0.455,1814.3,1063.6,26.4,64.5,8,0
6,3,4,4,6,4,6,4,5,4,3,2,2,8,3,6,7,4,2,3,0.43,2333.8,1327.9,26.3,72.3,6.9,0
,8,8,3,3,8,6,6,5,6,3,6,2,7,7,5,4,4,2,4,0.505,1996.3,1154.2,29.7,66.6,7.8,1
3,9,6,4,3,5,7,2,5,3,7,5,3,5,3,5,3,8,3,7,0.48,1635.9,978.6,26.8,71.1,8.7,0
9,5,5,6,3,6,5,3,4,5,5,2,7,3,4,5,10,4,9,9,0.545,2981,1742.4,26.5,83.5,5.3,1
5,3,4,4,,3,4,6,8,6,4,7,4,2,4,7,5,3,4,4,0.45,2040,1184,25.1,68.9,7.2,0
3,4,3,1,4,,6,5,6,7,2,7,7,8,3,6,3,5,2,3,0.445,1617.1,906,27.9,66.2,8.3,0
7,5,2,5,5,10,6,3,8,5,1,7,5,6,2,3,7,4,3,2,0.48,2725.6,1593.8,30.7,76.9,6.1,0
4,6,1,4,7,2,5,6,8,7,6,5,5,3,9,6,8,4,3,7,0.53,1805.2,1045.8,25.2,70.1,8.3,1
6,3,9,7,3,7,9,4,6,4,4,5,6,6,2,5,3,6,4,8,0.535,2324.7,1320.8,28.5,81.6,7.2,1
9,5,6,8,6,2,4,5,4,1,6,5,4,9,2,7,1,7,5,5,0.505,2759.9,1643.6,24.6,97.2,5.8,1
5,3,7,5,5,7,7,7,3,6,11,5,4,4,5,5,5,8,7,4,0.565,2144.1,1291.8,28.8,76.1,8,1
4,3,2,8,2,8,2,3,,2,3,2,7,4,6,7,0,5,7,4,0.425,1963.2,1158,28.5,62,7,0
7,1,2,7,5,6,6,7,10,6,5,6,1,4,5,10,6,4,5,3,0.53,2561.5,1494.6,27.2,78.9,5.9,1
9,6,6,4,4,7,6,4,1,3,11,4,6,4,6,5,7,6,7,7,0.565,3001,1748.8,28,93.5,4.9,1
4,5,5,4,7,,3,,4,3,5,3,4,7,2,5,5,6,7,5,0.45,1740.7,983.2,25.6,67.1,8.6,0
2,6,5,3,4,8,5,4,5,9,7,7,3,4,10,0,9,2,7,2,0.51,1542.3,853.7,28.4,53.5,7.8,1
5,2,4,7,5,,4,7,4,6,7,3,7,8,4,4,8,6,5,3,0.51,2029.5,1197.3,24.6,73.1,8,1
2,4,4,5,6,7,3,10,6,1,4,8,3,4,4,2,6,6,10,6,0.505,1538.2,895.2,30.3,64.7,9,1
5,3,5,,9,8,5,2,9,4,8,0,4,9,7,4,4,8,2,7,0.55,2093.3,1188.7,30,74.6,6.8,1
8,9,,4,4,7,5,7,6,8,7,5,2,5,7,1,7,3,2,4,0.53,2739.1,1618.1,27.5,82,6.1,1
6,9,4,1,4,,3,6,3,3,3,5,6,6,4,9,2,6,3,5,0.46,8520.3,1378.4,25.4,78.2,6.9,0
6,2,9,1,3,5,9,2,4,2,7,10,7,5,0,4,5,6,6,5,0.49,2319.3,1385.8,26.7,80.4,6.7,0
6,4,5,4,7,3,4,,7,5,5,3,4,4,3,5,5,4,6,2,0.455,2256.7,1301.1,26.4,77.9,6.8,0
3,2,9,9,3,1,7,,5,3,8,4,5,12,6,4,4,6,5,9,0.54,1483.6,884.9,24.1,59.5,7.9,1
4,7,7,2,4,4,5,6,4,12,2,3,3,8,4,4,4,7,3,12,0.525,1801,1050,25.8,74.9,8,1
9,6,4,6,2,3,7,7,,3,2,5,7,5,7,8,4,5,8,3,0.54,2893,1630.6,24.1,87.2,6,1
6,2,3,3,8,6,7,2,5,7,5,8,4,7,3,2,10,7,2,3,0.5,2292.4,1333.9,29,82.3,6,1
6,7,2,6,3,9,5,6,8,2,4,5,4,8,4,6,3,2,6,3,0.495,2373.8,1405.4,29.6,72.7,6.4,0
1,3,6,4,3,8,2,6,6,5,5,3,7,6,8,6,5,5,8,5,0.51,1255.6,735.2,28.6,53.5,9.1,1
6,2,7,5,4,5,5,3,2,4,8,2,4,6,5,6,4,3,8,3,0.46,2299.7,1324.8,26.3,68.6,6.4,0
7,2,2,4,7,4,3,3,2,2,4,5,5,10,10,6,8,6,2,7,0.495,2505.5,1472.6,26.7,80.7,6.7,0
5,6,1,2,6,4,4,4,8,7,5,9,6,3,3,2,4,7,4,3,0.465,2106.1,1201.7,25.8,73.7,7.8,0
3,6,3,6,3,4,4,6,3,3,4,3,8,5,2,6,5,3,2,5,0.42,1614.9,975.6,26.7,62.9,9.1,0
8,3,10,5,5,4,3,9,5,7,2,1,1,4,6,4,2,6,6,3,0.47,2718.9,1583.1,25.5,85.4,5.9,0
5,3,5,5,5,5,5,6,3,7,2,4,8,4,3,6,4,7,7,3,0.485,2142.5,1278.4,28.6,75.2,6.3,0
7,3,5,3,6,6,5,6,3,6,4,4,5,3,5,3,7,2,3,7,0.465,2518.9,1424.1,28.1,77.3,6.9,0
8,4,6,3,2,3,4,8,9,3,5,4,3,3,1,3,3,4,4,6,0.43,2626.6,1552,24.3,85.4,6.6,0
